Date,Open,High,Low,Close,Adj Close,Volume
2023-09-25,87.83999633789062,88.87999725341797,87.4010009765625,88.83999633789062,88.83999633789062,1666000
2023-09-26,87.93000030517578,88.75,86.25,86.56999969482422,86.56999969482422,2835400
2023-09-27,87.05999755859375,88.36000061035156,86.66000366210938,87.83000183105469,87.83000183105469,2256000
2023-09-28,86.90499877929688,90.11000061035156,85.29000091552734,88.95999908447266,88.95999908447266,4128700
2023-09-29,91.83999633789062,93.22000122070312,90.94999694824219,91.08999633789062,91.08999633789062,3797600
2023-10-02,92.54000091552734,93.3499984741211,90.83000183105469,91.83999633789062,91.83999633789062,2538000
2023-10-03,90.62000274658203,91.30000305175781,86.41000366210938,86.97000122070312,86.97000122070312,3573900
2023-10-04,86.83999633789062,88.73500061035156,86.55000305175781,88.52999877929688,88.52999877929688,3254900
2023-10-05,88.75,89.70999908447266,88.26000213623047,89.54000091552734,89.54000091552734,3625200
2023-10-06,87.58000183105469,94.80000305175781,87.5,94.43000030517578,94.43000030517578,4428500
2023-10-09,89.26000213623047,91.63500213623047,89.05000305175781,90.7300033569336,90.7300033569336,6148300
2023-10-10,90.7300033569336,93.6500015258789,90.51000213623047,91.62999725341797,91.62999725341797,4392800
2023-10-11,92.37000274658203,92.69499969482422,88.5,89.44000244140625,89.44000244140625,4182500
2023-10-12,89.41000366210938,90.37000274658203,87.1449966430664,87.9800033569336,87.9800033569336,3124800
2023-10-13,88.66000366210938,88.94000244140625,86.69999694824219,88.05999755859375,88.05999755859375,2887400
2023-10-16,88.3499984741211,91.72000122070312,87.8499984741211,90.5199966430664,90.5199966430664,2965100
2023-10-17,88.4800033569336,91.47000122070312,87.7300033569336,90.41000366210938,90.41000366210938,2495500
2023-10-18,89.73999786376953,90.9000015258789,88.20999908447266,88.29000091552734,88.29000091552734,2755500
2023-10-19,88.56999969482422,89.5199966430664,87.12000274658203,87.75,87.75,3383500
2023-10-20,87.83999633789062,89.0999984741211,84.91000366210938,86.08000183105469,86.08000183105469,3767200
2023-10-23,84.8499984741211,86.08999633789062,83.8499984741211,85.68000030517578,85.68000030517578,3016600
2023-10-24,86.2699966430664,88.62999725341797,86.0999984741211,87.86000061035156,87.86000061035156,3660000
2023-10-25,86.0999984741211,86.6500015258789,81.55999755859375,81.58999633789062,81.58999633789062,4427000
2023-10-26,82.02999877929688,83.72000122070312,79.41000366210938,80.72000122070312,80.72000122070312,5160800
2023-10-27,81.80000305175781,82.44000244140625,80.45999908447266,81.68000030517578,81.68000030517578,3633800
2023-10-30,81.16000366210938,81.56999969482422,79.37000274658203,80.41000366210938,80.41000366210938,4016200
2023-10-31,80.77999877929688,82.51000213623047,79.54000091552734,81.47000122070312,81.47000122070312,3289200
2023-11-01,82.0199966430664,82.19999694824219,78.66000366210938,80.0999984741211,80.0999984741211,5032900
2023-11-02,81.80000305175781,83.56999969482422,77.80999755859375,79.23999786376953,79.23999786376953,6804200
2023-11-03,79.47000122070312,83.05000305175781,79.0,82.04000091552734,82.04000091552734,5742300
2023-11-06,82.83000183105469,82.87000274658203,79.06999969482422,79.55000305175781,79.55000305175781,9905400
2023-11-07,98.98999786376953,104.43000030517578,96.16999816894531,102.19999694824219,102.19999694824219,29134800
2023-11-08,101.69999694824219,103.95999908447266,99.20999908447266,99.98999786376953,99.98999786376953,8377600
2023-11-09,100.48999786376953,102.4800033569336,99.5999984741211,100.2300033569336,100.2300033569336,6947700
2023-11-10,99.8499984741211,103.8499984741211,99.51000213623047,103.6500015258789,103.6500015258789,5086400
2023-11-13,103.48999786376953,105.86000061035156,102.73999786376953,104.25,104.25,4727100
2023-11-14,106.58999633789062,109.19000244140625,104.4000015258789,109.0199966430664,109.0199966430664,5824800
2023-11-15,109.98999786376953,112.11000061035156,109.0999984741211,109.44000244140625,109.44000244140625,5196800
2023-11-16,109.19000244140625,110.69000244140625,108.26000213623047,109.12000274658203,109.12000274658203,2477600
2023-11-17,109.06999969482422,110.0,108.73999786376953,109.54000091552734,109.54000091552734,2294600
2023-11-20,109.5199966430664,112.19000244140625,109.12999725341797,111.7699966430664,111.7699966430664,4091400
2023-11-21,109.72000122070312,112.18000030517578,108.62000274658203,111.93000030517578,111.93000030517578,3508600
2023-11-22,112.94499969482422,113.56999969482422,110.72000122070312,112.12999725341797,112.12999725341797,2506400
2023-11-24,112.13999938964844,113.12000274658203,111.16000366210938,112.87000274658203,112.87000274658203,1304800
2023-11-27,112.63999938964844,114.16000366210938,111.56500244140625,111.91999816894531,111.91999816894531,2878900
2023-11-28,112.26000213623047,114.84400177001953,112.1500015258789,114.23999786376953,114.23999786376953,3620600
2023-11-29,115.18000030517578,117.72000122070312,115.0,116.6500015258789,116.6500015258789,4193700
2023-11-30,118.19000244140625,120.26000213623047,115.51000213623047,116.56999969482422,116.56999969482422,4798200
2023-12-01,117.29000091552734,118.7699966430664,116.08000183105469,118.62000274658203,118.62000274658203,3584300
2023-12-04,117.4000015258789,118.40499877929688,115.29299926757812,118.18000030517578,118.18000030517578,4501500
2023-12-05,117.72000122070312,118.80000305175781,115.86000061035156,118.06999969482422,118.06999969482422,2703800
2023-12-06,118.0,118.94999694824219,114.2300033569336,114.30999755859375,114.30999755859375,4064500
2023-12-07,117.08000183105469,117.47899627685547,114.3499984741211,115.0,115.0,2870500
2023-12-08,113.27999877929688,114.38999938964844,112.25,113.83000183105469,113.83000183105469,3126200
2023-12-11,114.81999969482422,115.9000015258789,114.0999984741211,114.7300033569336,114.7300033569336,2689400
2023-12-12,113.45999908447266,115.5,112.58999633789062,114.66000366210938,114.66000366210938,1939500
2023-12-13,114.72000122070312,117.45999908447266,113.5,117.2300033569336,117.2300033569336,4162600
2023-12-14,119.01000213623047,120.96499633789062,117.68499755859375,120.6500015258789,120.6500015258789,5620800
2023-12-15,121.58999633789062,123.822998046875,120.72100067138672,122.5999984741211,122.5999984741211,6433300
2023-12-18,122.44000244140625,124.1500015258789,121.69000244140625,123.2699966430664,123.2699966430664,2550900
2023-12-19,124.44999694824219,124.69000244140625,121.58499908447266,122.41000366210938,122.41000366210938,2753100
2023-12-20,121.66999816894531,123.48999786376953,120.16000366210938,120.62000274658203,120.62000274658203,2606800
2023-12-21,122.75,123.12999725341797,120.66000366210938,122.4800033569336,122.4800033569336,2426900
2023-12-22,123.20999908447266,123.45999908447266,121.20999908447266,122.48999786376953,122.48999786376953,2201500
2023-12-26,122.8499984741211,123.81999969482422,122.25,123.55999755859375,123.55999755859375,1142800
2023-12-27,124.0,124.16000366210938,122.61000061035156,123.5999984741211,123.5999984741211,1400300
2023-12-28,124.0,124.4800033569336,122.81999969482422,123.27999877929688,123.27999877929688,1506200
2023-12-29,123.0,123.7249984741211,120.88999938964844,121.37999725341797,121.37999725341797,2193300
2024-01-02,119.2249984741211,119.2249984741211,114.27799987792969,115.08000183105469,115.08000183105469,4431200
2024-01-03,113.76000213623047,114.2300033569336,111.2699966430664,112.41999816894531,112.41999816894531,3666000
2024-01-04,111.6449966430664,113.86000061035156,110.69499969482422,113.0199966430664,113.0199966430664,3675300
2024-01-05,113.0199966430664,117.04000091552734,112.98799896240234,115.98999786376953,115.98999786376953,4539100
2024-01-08,116.61000061035156,119.83999633789062,116.61000061035156,119.25,119.25,3002400
